Instruction,Input,Output,materi,question_id,Template
Create a Python function to calculate the volume of a cube by taking its side length as input.,side_length = 5,"def cube_volume(side_length):
    return side_length ** 3

volume = cube_volume(side_length)
print(f""Volume of cube is {volume}"")",Function,2601,"def cube_volume___:
    return side_length ** 3

volume = cube_volume___
print(f""Volume of cube is {volume}"")"
Create a Python function that prints the next prime number after a given number.,19,"def is_prime(n):
 
 if n <= 1:
 return False
 
 for i in range(2, int(n**0.5)+1):
 if n % i == 0:
 return False
 
 return True
 
 
def next_prime(num):
 
 if is_prime(num):
 num += 1
 
 while (True):
 if is_prime(num):
 return num
 
 num += 1
 
 
num = 19
print(next_prime(num))
# Output: 23",Function,2610,"def is_prime___:
 
 if n <= 1:
 return False
 
 for i in ___:
 if n % i == 0:
 return False
 
 return True
 
 
def next_prime___:
 
 if is_prime___:
 num += 1
 
 while ___:
 if is_prime___:
 return num
 
 num += 1
 
 
num = 19
print(next_prime(num))
# Output: 23"
Implement a function in Python that prints the average of the two numbers passed as arguments.,"x=15
y=20","def compute_average(x, y):
	return (x + y) / 2

print(compute_average(x,y))",Function,2623,"def compute_average___:
	___ / 2

print(compute_average(x,y))"
Edit this Python function such that it takes an optional parameter x.,"def add_two_numbers(a, b):
    return a + b","def add_two_numbers(a, b, x=0):
    return a + b + x",Function,2638,"def ___:
    return a + b + x"
"Create an optimization function to maximize a given function over a range of values in Python. The range should be given by [-5, 5], and the function is sin(x)","[-5, 5]","import numpy as np
from scipy import optimize

def optimization_function(x):
 return np.sin(x)

res = optimize.minimize_scalar(optimization_function, bounds=[-5, 5])

print(res.x)
# Result: -0.90898",Function,2677,"import numpy as np
from scipy import optimize

def optimization_function___:
 return np.sin___

res = optimize.___

print(res.x)
# Result: -0.90898"
Create a function to calculate the sum of two values in Python.,< noinput >,"def add_two_numbers(x, y):
    sum = x + y
    return sum",Function,2684,"def add_two_numbers___:
    sum = x + y
    return sum"
Create a Python function to compute the nth Fibonacci number of a provided number n.,n = 5,"def fibonacci(n): 
	if n<0: 
		print(""Incorrect input"") 
		
	# First Fibonacci number is 0 
	elif n==1: 
		return 0
	# Second Fibonacci number is 1 
	elif n==2: 
		return 1
	else: 
		return fibonacci(n-1)+fibonacci(n-2) 

print(fibonacci(5)) # Outputs 3",Function,2698,"def fibonacci___: 
	if n<0: 
		print(""Incorrect input"") 
		
	# First Fibonacci number is 0 
	elif n==1: 
		return 0
	# Second Fibonacci number is 1 
	elif n==2: 
		return 1
	else: 
		return ___ 

print(fibonacci(5)) # Outputs 3"
Create a function in Python that will take a sentence as an argument and return a boolean depending on whether or not it is a palindrome.,"sentence = ""Able was I ere I saw Elba""","def is_palindrome(sentence): 
    rev=(sentence.lower()).replace("" "","""")
    return rev == rev[::-1]",Function,2701,"def is_palindrome___: 
    rev=(sentence.___
    return rev == rev[::-1]"
Write a Python function that takes two strings of equal length and returns the number of characters that are different between them.,"firstString = 'abcd'
secondString = 'abec'","def diff_characters(firstString, secondString):
 if len(firstString) != len(secondString):
 return -1

 diff_characters = 0
 for i in range(len(firstString)):
 if firstString[i] != secondString[i]:
 diff_characters +=1
 
 return diff_characters",Function,2722,"def diff_characters___:
 if len___ != len___:
 return -1

 diff_characters = 0
 for i in range(len___):
 if firstString[i] != secondString[i]:
 diff_characters +=1
 
 return diff_characters"
Write a function in Python that prints the multiplication table of a given number.,number=7,"def print_multiplication_table(number): 
    for i in range(1, 11): 
        print(number,""X"",i,""="",number*i)",Function,2725,"def print_multiplication_table(number): 
    for i in range___: 
        print(number,""X"",i,""="",number*i)"
Convert the following Python function into C++,"def test_func(A, B):
 return A + B","#include <iostream>

int test_func(int A, int B)
{
 return A + B;
}

int main()
{
 int A = 10;
 int B = 20;
 
 std::cout << ""The value of A + B = "" << test_func(A, B) << std::endl;
 
 return 0;
}",Function,2740,"#include <iostream>

int ___
{
 return A + B;
}

int ___
{
 int A = 10;
 int B = 20;
 
 std::cout << ""The value of A + B = "" << test_func___ << std::endl;
 
 return 0;
}"
Create a function in Python that takes a number N and returns the sum of the first N odd numbers.,N = 5,"def sum_of_odds(N):
    return sum([i for i in range(1, 2*N + 1, 2)])

N = 5
print(sum_of_odds(N))",Function,2749,"def sum_of_odds___:
    return ___

N = 5
print(sum_of_odds(N))"
Create a function in Python to calculate the difference between two dates.,"(2020, 4, 1), (2021, 4, 16)","from datetime import date

def diff_dates(date1, date2): 
    return abs(date2 - date1).days 

date1 = date(2020, 4, 1) 
date2 = date(2021, 4, 16) 
difference = diff_dates(date1, date2) 

print(difference, ""days"")",Function,2750,"from datetime import date

def diff_dates___: 
    return ___.days 

date1 = date___ 
date2 = date___ 
difference = diff_dates___ 

print(difference, ""days"")"
Design a Python script to return the output of a description tag given an HTML page.,"<html>
  <body>
    <p>This is a sample text</p>
    <description>This is a description tag </description>
  </body>
</html>","from bs4 import BeautifulSoup
def get_description(html_str):
  soup = BeautifulSoup(html_str, ""lxml"")
  description = soup.find(""description"")
  return description.get_text()",Function,2753,"from bs4 import BeautifulSoup
def get_description___:
  soup = ___
  description = soup.___
  return description.___"
Write a Python function to filter out strings that contain numbers.,"[""apple"",""hello123"",""hi12345"", ""good15""]","def filter_numbers(strings): 
    return [s for s in strings if not any(c.isdigit() for c in s)]

if __name__ == '__main__':
    strings = [""apple"",""hello123"",""hi12345"", ""good15""]
    print (filter_numbers(strings))",Function,2759,"def filter_numbers___: 
    return [s for s in strings if not ___]

if __name__ == '__main__':
    strings = [""apple"",""hello123"",""hi12345"", ""good15""]
    print (filter_numbers(strings))"
Write a code in Python to optimize this objective function.,Objective function: x + y^2 + z^3,"import scipy.optimize

def objective(variables):
    x,y,z = variables
    return x + y*y + z*z*z

x0 = [0,0,0] # Initial guess of variables

# Perform the optimization
res = scipy.optimize.minimize(
    objective, 
    x0,
    method='nelder-mead',
    options={'xtol': 1e-8, 'disp': True}
)

# Print resultant variables
print(res.x)

# Print minimal value
print(res.fun)",Function,2763,"import scipy.optimize

def objective___:
    x,y,z = variables
    return x + y*y + z*z*z

x0 = [0,0,0] # Initial guess of variables

# Perform the optimization
res = scipy.optimize.minimize(
    objective, 
    x0,
    method='nelder-mead',
    options={'xtol': 1e-8, 'disp': True}
)

# Print resultant variables
print(res.x)

# Print minimal value
print(res.fun)"
"Write a Python function to generate a random number between 1 and 5, given two numbers X and Y.","4, 8","import random

def generate_random_number(x, y):
    start = min(x, y)
    end = max(x, y)
    return random.randint(start, end)

result = generate_random_number(4, 8)
print(result)",Function,2823,"import random

def generate_random_number___:
    start = min___
    end = max___
    return random.randint___

result = generate_random_number___
print(result)"
Generate a python script to return the longest word in a given sentence.,This is a sentence with multiple words.,"def longestWord(sentence):
    words = sentence.split(' ')
    longest = ''
    for word in words:
        if len(word) > len(longest):
            longest = word
    return longest",Function,2854,"def longestWord___:
    words = sentence.___
    longest = ''
    for word in words:
        if len___ > len___:
            longest = word
    return longest"
"Create a function in Python to optimize the following function with respect to its two variables x, and y.","f(x,y) = 2x^3 + 3y^2 + y + 5","import numpy as np 
import scipy.optimize as opt 

def func(x): 
	return 2*np.power(x[0], 3) + 3*np.power(x[1],2) + x[1] + 5

opt.minimize(func, ([0, 0]), method='nelder-mead', 
options={'xtol': 1e-8, 'disp': True})",Function,2856,"import numpy as np 
import scipy.optimize as opt 

def func___: 
	return 2*np.___ + x[1] + 5

opt.___, method='nelder-mead', 
options={'xtol': 1e-8, 'disp': True})"
Rewrite the following function in Python to use recursion instead of a loop,"def factorial_iterative(n):
    factorial = 1
    while n > 1:
        factorial = factorial * n
        n -= 1
    return factorial","def factorial_recursive(n):
    # Base case: 
    # n is 1, return 1
    if n == 1:
        return 1
    # Recursive case: 
    # return n * (n-1)
    return n * factorial_recursive(n - 1)

# Test
print(factorial_recursive(5))",Function,2869,"def factorial_recursive___:
    # Base case: 
    # n is 1, return 1
    if n == 1:
        return 1
    # Recursive case: 
    # return n * (n-1)
    return n * ___

# Test
print(factorial_recursive(5))"
Edit a Python module to include a function that adds two given numbers.,"The Python module contains the following code:

def subtract(x, y):
 return x - y","def subtract(x, y):
    return x - y

def add(x, y):
    return x + y",Function,2877,"def subtract___:
    return x - y

def add___:
    return x + y"
Create a function in Python that converts a sentence to upper case.,"""This is an example sentence.""","def sentence_to_upper(sentence):
    return sentence.upper()

print(sentence_to_upper(""This is an example sentence.""))",Function,2896,"def sentence_to_upper___:
    return sentence.___

print(sentence_to_upper(""This is an example sentence.""))"
"In Python, create a function to identify whether a given number is even or odd.",Number: 21,"def is_odd(n):
  if(n % 2 == 0):
    return ""Even""
  else:
    return ""Odd""
 
print(is_odd(21)) # Outputs: ""Odd""",Function,2898,"def is_odd___:
  ___:
    return ""Even""
  else:
    return ""Odd""
 
print(is_odd(21)) # Outputs: ""Odd"""
Create a python function to take two integers input and calculate the sum of both integers.,"int1 = 7
int2 = 3","def add(int1,int2):
    sum = int1 + int2
    return sum",Function,2938,"def add___:
    sum = int1 + int2
    return sum"
Create a Python function to sort the words in a sentence.,"Sentence = ""I love coding""","def sort_words(sentence): 
  words = sentence.split("" "")
  words.sort()
  return ' '.join(words)

sentence = ""I love coding""
sortedSentence = sort_words(sentence)
print(sortedSentence) 
// Outputs 'I coding love'",Function,2939,"def sort_words___: 
  words = sentence.___
  words.___
  return ' '.join___

sentence = ""I love coding""
sortedSentence = sort_words___
print(sortedSentence) 
// Outputs 'I coding love'"
